UniProt_ID,set
Q9ZW19,test
Q9ZW24,training
Q9ZW34,training
Q9ZW84,training
Q9ZW85,training
Q9ZWI7,training
C0H3V2,training
C0H3V8,training
C0H3Y1,training
C0H405,training
C0SP85,training
C0SP93,validation
C0SP94,validation
C0SP98,training
C0SPA5,training
C0SPB1,training
C0SPB4,training
C0SPC3,training
O05220,training
O05234,training
O05236,training
O05239,training
O05240,training
O05248,training
O05251,validation
O05252,training
O05253,training
O05261,training
O05263,validation
O05264,test
O05265,validation
O05267,training
O05389,validation
O05398,training
O05405,training
O05413,training
O05494,training
O05496,training
O05501,training
O05505,training
O05507,training
O05508,validation
O05510,training
O05511,training
O05514,training
O05515,training
O05516,training
O05518,training
O05520,training
O05521,training
O06006,training
O06475,test
O06477,training
O06491,test
O06492,training
O06728,training
O06733,training
O06744,test
O06746,training
O06747,training
O06965,training
O06972,test
O06973,training
O06974,training
O06976,training
O06977,training
O06978,validation
O06980,training
O06983,training
O06986,training
O06989,training
O06990,validation
O06998,training
O07001,test
O07006,training
O07009,training
O07014,training
O07015,training
O07019,training
O07020,test
O07081,training
O07084,training
O07085,training
O07513,training
O07516,training
O07521,validation
O07527,training
O07533,training
O07539,training
O07542,training
O07543,test
O07548,training
O07565,training
O07569,training
O07577,training
O07579,training
O07581,training
O07584,validation
O07585,training
O07587,training
O07592,training
O07595,test
O07600,training
O07604,training
O07605,training
O07608,training
O07609,training
O07611,training
O07614,training
O07615,training
O07617,training
O07618,training
O07619,training
O07621,training
O07624,training
O07636,training
O07638,training
O07906,training
O07937,training
O08469,training
O30509,training
O31404,training
O31429,training
O31443,training
O31446,training
O31457,training
O31458,training
O31459,training
O31463,training
O31474,training
O31475,training
O31480,validation
O31484,training
O31494,validation
O31502,training
O31503,validation
O31513,validation
O31518,training
O31521,training
O31523,training
O31524,test
O31528,training
O31534,training
O31543,training
O31544,training
O31545,training
O31547,training
O31550,training
O31555,training
O31556,training
O31560,training
O31567,test
O31570,training
O31580,training
O31581,training
O31588,training
O31590,test
O31606,training
O31607,training
O31611,training
O31612,training
O31613,training
O31616,training
O31618,training
O31620,training
O31629,training
O31630,training
O31631,training
O31632,test
O31634,training
O31635,training
O31639,training
O31641,training
O31642,training
O31646,training
O31650,training
O31656,test
O31662,test
O31664,training
O31665,training
O31666,training
O31668,training
O31671,training
O31672,validation
O31675,training
O31678,training
O31683,training
O31684,test
O31690,training
O31691,training
O31697,test
O31698,training
O31699,training
O31702,training
O31703,training
O31710,training
O31712,test
O31714,training
O31717,training
O31718,training
O31720,training
O31724,training
O31726,test
O31727,validation
O31741,test
O31742,training
O31743,training
O31749,training
O31751,training
O31753,validation
O31754,training
O31764,training
O31766,training
O31767,training
O31773,training
O31775,test
O31776,training
O31777,training
O31778,training
O31779,validation
O31787,training
O31790,training
O31795,training
O31803,training
O31833,training
O31834,test
O31838,training
O31848,training
O31853,training
O31856,training
O31857,training
O31911,training
O31914,training
O31915,training
O31916,training
O31927,validation
O31928,training
O31937,training
O31975,validation
O31986,training
O31997,training
O32003,training
O32005,test
O32007,training
O32023,validation
O32028,validation
O32030,training
O32033,training
O32035,test
O32037,training
O32039,training
O32054,training
O32055,training
O32057,training
O32060,training
O32062,training
O32064,test
O32065,training
O32068,training
O32075,training
O32076,training
O32078,training
O32090,training
O32092,validation
O32099,training
O32107,training
O32114,training
O32117,training
O32119,training
O32125,training
O32127,training
O32135,training
O32141,test
O32148,training
O32152,training
O32153,test
O32156,validation
O32157,test
O32158,training
O32159,validation
O32161,training
O32162,training
O32163,training
O32164,training
O32165,validation
O32169,training
O32174,test
O32175,training
O32177,training
O32183,validation
O32187,training
O32192,training
O32193,validation
O32198,training
O32199,test
O32203,training
O32204,validation
O32207,training
O32210,test
O32223,training
O32229,test
O32230,training
O32232,training
O32238,training
O32243,training
O32248,training
O32254,training
O32257,training
O32264,training
O32293,training
O32294,training
O32436,test
O32437,training
O34303,training
O34308,training
O34318,training
O34324,test
O34327,validation
O34328,training
O34334,training
O34335,training
O34338,training
O34340,training
O34347,training
O34348,training
O34353,training
O34354,training
O34358,training
O34365,training
O34375,training
O34381,training
O34383,training
O34394,training
O34399,training
O34400,training
O34403,training
O34425,validation
O34440,training
O34442,test
O34443,training
O34445,training
O34448,training
O34452,training
O34453,training
O34454,training
O34468,training
O34470,training
O34471,training
O34474,training
O34475,training
O34478,training
O34484,training
O34493,training
O34496,training
O34498,training
O34499,training
O34508,training
O34513,training
O34521,training
O34522,training
O34528,training
O34529,test
O34530,training
O34534,validation
O34536,training
O34538,training
O34539,training
O34542,training
O34543,training
O34558,training
O34559,training
O34563,test
O34569,training
O34570,training
O34577,training
O34586,training
O34588,training
O34591,training
O34592,training
O34593,validation
O34595,training
O34596,training
O34599,training
O34600,training
O34607,training
O34614,training
O34617,training
O34618,training
O34621,validation
O34627,training
O34628,training
O34629,training
O34632,training
O34633,training
O34634,training
O34635,training
O34640,validation
O34658,validation
O34660,training
O34661,training
O34664,training
O34666,training
O34667,training
O34673,training
O34676,training
O34678,training
O34689,training
O34691,training
O34703,training
O34705,validation
O34712,training
O34717,validation
O34723,test
O34725,training
O34743,training
O34745,training
O34746,training
O34757,validation
O34758,training
O34759,training
O34760,training
O34762,training
O34766,test
O34768,training
O34775,training
O34776,training
O34779,training
O34780,training
O34782,training
O34788,training
O34790,training
O34797,test
O34798,training
O34805,training
O34808,training
O34812,training
O34814,training
O34817,training
O34820,test
O34824,validation
O34825,training
O34827,training
O34829,validation
O34833,training
O34842,training
O34847,validation
O34851,test
O34858,training
O34860,training
O34866,training
O34876,training
O34877,training
O34881,training
O34885,training
O34897,training
O34903,training
O34908,training
O34910,training
O34911,training
O34912,test
O34916,training
O34921,training
O34925,test
O34930,test
O34932,training
O34934,validation
O34940,training
O34943,training
O34947,training
O34948,training
O34949,training
O34951,test
O34962,training
O34966,validation
O34968,training
O34969,training
O34973,training
O34981,training
O34990,training
O34994,training
O34997,training
O35000,training
O35007,training
O35010,training
O35013,training
O35014,training
O35016,training
O35019,training
O35020,training
O35022,training
O35024,training
O35025,validation
O35031,training
O35033,training
O35041,training
O35044,training
O35046,test
O68260,training
P00497,training
P02394,test
P04990,training
P05645,test
P05648,training
P05649,training
P05650,training
P05651,training
P05657,test
P06222,training
P06224,training
P06533,validation
P06534,training
P06567,test
P06628,training
P06629,training
P07343,training
P07601,validation
P07819,training
P07860,training
P08064,test
P08066,training
P08164,training
P08495,training
P08750,test
P08821,training
P08874,training
P08877,training
P09124,training
P0CI74,validation
P0CI75,training
P0CI76,training
P0CI79,test
P0CI80,training
P10728,training
P10943,training
P11044,training
P11065,training
P11469,test
P11742,training
P12012,training
P12013,training
P12039,test
P12041,training
P12043,training
P12045,training
P12046,training
P12047,training
P12049,training
P12669,training
P12875,training
P12877,training
P12879,training
P13243,training
P13714,training
P13792,validation
P13799,training
P13800,training
P14193,training
P14194,training
P14203,training
P14204,training
P14205,validation
P14802,test
P15874,training
P16263,training
P16304,training
P16336,training
P16440,training
P16524,training
P16618,training
P16971,training
P17585,training
P17618,validation
P17620,training
P17622,training
P17631,training
P17731,training
P17865,training
P17893,training
P17903,training
P17904,training
P17906,training
P17921,training
P18157,training
P18579,training
P19079,training
P19080,training
P19465,training
P19582,training
P19669,training
P19670,training
P19672,training
P19994,training
P20429,training
P20458,training
P20668,training
P20691,test
P20692,test
P20964,training
P21203,validation
P21248,training
P21340,test
P21464,test
P21465,training
P21467,validation
P21468,training
P21469,training
P21471,training
P21472,training
P21473,training
P21475,training
P21477,validation
P21656,training
P21881,training
P21882,training
P21883,training
P21885,training
P22250,training
P22326,validation
P23445,training
P23453,training
P23479,training
P23630,training
P23715,test
P23966,training
P23971,training
P24009,training
P24011,test
P24012,training
P24072,training
P24073,training
P24136,training
P24137,test
P24138,training
P24139,training
P24219,validation
P24277,training
P24327,training
P25053,training
P25144,test
P25148,training
P25151,validation
P25811,training
P25813,training
P25971,training
P25972,training
P25983,training
P25993,training
P25995,training
P25996,training
P26379,training
P26380,validation
P26497,training
P26899,training
P26903,training
P26904,training
P26905,training
P26935,test
P26942,validation
P27620,training
P27623,training
P27876,training
P28015,training
P28264,training
P28367,training
P28611,training
P28612,training
P28618,training
P28628,training
P28819,training
P28820,training
P29252,training
P29726,validation
P30300,training
P30949,training
P30950,training
P31102,training
P31103,training
P31104,training
P31105,training
P31112,training
P31113,training
P31114,training
P31847,training
P32396,training
P32397,validation
P32436,training
P32437,training
P32727,training
P32732,training
P32959,training
P32960,training
P33166,validation
P33189,training
P33690,training
P33911,training
P34957,training
P34958,training
P35137,training
P35146,training
P35149,training
P35155,training
P35159,validation
P35160,training
P35163,training
P36838,training
P36839,training
P36843,training
P36945,training
P36947,training
P36948,validation
P36949,validation
P37104,training
P37105,training
P37252,training
P37437,training
P37464,training
P37468,training
P37469,training
P37470,training
P37472,training
P37477,training
P37478,training
P37479,training
P37487,training
P37491,training
P37494,training
P37503,training
P37507,training
P37517,validation
P37518,training
P37522,training
P37523,training
P37524,training
P37525,training
P37527,validation
P37528,training
P37529,test
P37530,training
P37535,training
P37536,training
P37537,training
P37541,training
P37542,training
P37543,training
P37550,test
P37551,training
P37554,training
P37556,training
P37557,training
P37560,training
P37566,training
P37567,training
P37568,training
P37569,training
P37570,test
P37572,validation
P37573,test
P37575,training
P37580,training
P37584,training
P37585,training
P37599,training
P37808,training
P37809,validation
P37810,training
P37811,validation
P37812,training
P37815,training
P37869,validation
P37876,training
P37877,training
P37940,training
P37941,training
P37942,test
P37944,training
P37946,training
P37948,training
P37965,training
P37966,training
P37967,test
P38021,training
P38022,test
P38423,training
P38424,training
P38491,training
P38493,training
P39065,validation
P39066,training
P39067,training
P39070,training
P39071,training
P39075,training
P39119,training
P39120,training
P39121,training
P39126,training
P39131,training
P39132,training
P39133,training
P39137,training
P39138,training
P39141,test
P39142,training
P39148,training
P39149,training
P39153,test
P39155,training
P39157,training
P39158,training
P39211,training
P39574,training
P39576,training
P39577,training
P39578,training
P39580,training
P39581,training
P39585,training
P39586,training
P39587,training
P39592,validation
P39593,test
P39594,training
P39596,training
P39597,training
P39598,training
P39604,training
P39605,training
P39606,training
P39610,test
P39614,training
P39618,training
P39633,training
P39636,training
P39639,training
P39640,training
P39641,training
P39644,validation
P39646,training
P39647,training
P39648,training
P39751,training
P39757,training
P39758,training
P39759,training
P39760,training
P39765,training
P39766,training
P39771,training
P39772,training
P39778,training
P39779,training
P39794,training
P39802,test
P39803,training
P39805,training
P39807,training
P39809,training
P39815,test
P39820,training
P39821,training
P39822,training
P39824,training
P39842,training
P39911,training
P39912,training
P40332,training
P40399,training
P40409,training
P40737,training
P40740,test
P40746,training
P40758,training
P40759,training
P40761,validation
P40767,training
P40778,validation
P40830,training
P40869,training
P40924,test
P42062,validation
P42063,test
P42064,training
P42065,test
P42068,training
P42084,training
P42087,training
P42093,training
P42100,validation
P42101,training
P42108,training
P42182,training
P42199,training
P42200,training
P42235,training
P42236,training
P42238,training
P42239,training
P42240,training
P42242,training
P42244,training
P42250,validation
P42253,training
P42297,training
P42305,training
P42310,training
P42319,training
P42400,training
P42403,validation
P42404,training
P42405,training
P42411,training
P42413,training
P42414,validation
P42416,training
P42417,training
P42419,test
P42420,training
P42919,training
P42920,training
P42921,training
P42923,test
P42924,training
P42957,training
P42958,validation
P42962,training
P42964,training
P42968,training
P42973,validation
P42974,training
P42976,training
P42977,training
P42978,validation
P42980,training
P42982,training
P45693,test
P45710,training
P45743,training
P45744,test
P45859,training
P45862,training
P45867,test
P45871,training
P45872,test
P45873,training
P46317,training
P46318,validation
P46319,training
P46320,training
P46322,training
P46323,training
P46324,training
P46325,training
P46327,training
P46328,test
P46336,training
P46337,training
P46343,training
P46347,training
P46349,training
P46354,training
P46898,training
P46899,training
P46905,training
P46911,training
P46912,training
P46913,training
P46919,test
P46920,training
P46921,training
P46922,training
P49787,training
P49814,training
P50619,training
P50621,training
P50727,training
P50733,test
P50735,training
P50736,training
P50743,training
P50837,training
P50840,training
P50843,training
P50845,training
P50862,training
P50863,training
P50866,training
P51831,training
P51833,training
P51835,training
P52035,training
P52996,training
P52998,training
P53001,training
P53554,training
P53556,test
P53557,validation
P53558,training
P53559,training
P53560,validation
P54154,training
P54155,training
P54161,test
P54163,test
P54164,training
P54167,test
P54168,training
P54169,training
P54170,test
P54179,training
P54182,training
P54325,training
P54374,training
P54376,training
P54377,training
P54378,training
P54380,test
P54382,training
P54383,training
P54389,training
P54390,training
P54391,test
P54396,training
P54419,training
P54425,training
P54428,training
P54441,training
P54453,training
P54454,test
P54457,training
P54458,training
P54459,validation
P54460,test
P54461,training
P54464,test
P54465,validation
P54466,test
P54470,training
P54471,training
P54473,training
P54475,validation
P54482,validation
P54485,training
P54491,training
P54493,validation
P54495,validation
P54497,training
P54498,training
P54511,training
P54515,training
P54519,training
P54520,training
P54521,training
P54522,training
P54524,training
P54527,validation
P54528,training
P54532,training
P54534,training
P54537,training
P54547,training
P54550,validation
P54553,validation
P54554,training
P54555,training
P54556,validation
P54564,training
P54565,training
P54569,training
P54571,training
P54575,training
P54586,validation
P54592,test
P54593,training
P54596,training
P54598,training
P54604,validation
P54607,training
P54616,test
P54617,training
P54716,training
P54717,training
P54941,training
P54942,training
P54947,training
P54950,training
P54952,training
P54955,training
P54983,training
P55180,training
P55184,test
P55339,test
P55340,training
P55341,training
P55872,training
P55873,training
P55908,training
P60495,training
P68571,test
P68731,validation
P70945,training
P70947,test
P70948,training
P70952,training
P70965,validation
P70970,training
P70973,training
P70995,training
P70996,training
P70998,training
P71009,training
P71011,training
P71013,training
P71014,training
P71015,validation
P71018,training
P71019,test
P71020,training
P71021,training
P71037,training
P71039,training
P71043,validation
P71066,training
P71070,training
P71073,training
P71079,training
P71084,training
P71088,training
P80240,training
P80241,training
P80242,training
P80244,training
P80643,training
P80698,training
P80700,training
P80858,training
P80859,test
P80861,training
P80862,training
P80864,validation
P80865,training
P80866,training
P80870,training
P80871,test
P80872,training
P80874,training
P80875,training
P80886,training
P81100,training
P81101,test
P81102,training
P94352,training
P94356,training
P94358,training
P94359,test
P94360,training
P94369,test
P94389,training
P94390,training
P94392,training
P94393,training
P94403,training
P94405,training
P94407,validation
P94408,training
P94413,training
P94415,training
P94417,training
P94421,training
P94423,training
P94424,training
P94425,training
P94431,training
P94437,training
P94439,training
P94447,training
P94462,training
P94463,test
P94464,training
P94474,test
P94478,training
P94482,training
P94495,training
P94498,validation
P94501,training
P94504,training
P94507,validation
P94512,training
P94520,training
P94523,training
P94525,training
P94527,training
P94528,training
P94531,training
P94534,training
P94535,test
P94538,training
P94549,training
P94550,training
P94551,training
P94558,training
P94560,training
P94569,training
P94573,validation
P94588,training
P94592,test
P96499,training
P96503,training
P96579,training
P96593,training
P96597,training
P96603,training
P96604,training
P96605,training
P96612,training
P96613,training
P96614,training
P96615,training
P96616,training
P96619,training
P96622,validation
P96647,training
P96648,training
P96649,validation
P96662,test
P96663,training
P96666,test
P96676,validation
P96684,training
P96685,test
P96686,training
P96688,training
P96703,training
P96705,training
P96707,training
